Municipality,Year,Indicator 1,Indicator 2,Indicator 3,Indicator 4,Indicator 5,Indicator 6,Indicator 7,Indicator 8,Indicator 9,Indicator 10
Senaki,2013,27.06270084,11.88057412,12.61297483,22.58311111,75.04457696,26.320467,51.13655847,36.4385781,41.10596211,41.294338
Tsalenjikha,2013,15.08401972,86.98442206,63.53699123,58.93019086,72.84577942,24.05743471,79.39807479,54.80392375,81.21023557,32.76490662
Zugdidi,2013,84.7584768,82.66579367,59.86296089,22.63406274,53.27124315,27.19758872,65.34299938,25.89659315,91.3048014,19.27295782
Adigeni,2013,6.344880321,56.5434707,62.78195269,51.18432449,60.0966423,22.19174036,2.242216766,27.81148666,87.65292833,93.06987429
Akhalkalaki,2013,8.854462635,15.68727447,95.8300271,53.42462755,0.351994577,80.5226956,99.82728299,48.96948503,75.48799376,8.054274179
Akhaltsikhe,2013,40.75102171,95.85477893,31.24039503,91.18701097,55.05195025,84.85153074,78.14238502,69.28155564,5.857185391,16.52665759
Aspindza,2013,48.95009311,1.214082821,18.3516736,44.7303798,15.41452105,40.00716913,80.60992432,4.07000328,90.77064327,95.16329553
Borjomi,2013,58.71778231,58.21631247,33.72747635,7.418268286,90.99407942,32.64105129,14.59873866,59.14253938,63.11204684,40.41935565
Ninotsminda,2013,52.17868003,55.22007037,80.00287152,4.001425067,51.71389533,8.161380351,99.20979798,68.91229517,57.05073786,12.10117767
Gori,2013,29.53219388,91.3780976,90.08147096,85.32022112,82.25877806,51.44608934,75.04737658,84.78520941,69.4295939,23.51960608
Java,2013,92.88959858,83.39219061,74.83070802,10.65813536,22.42106272,8.437116674,46.58504483,68.60100963,30.35275801,0.767175784
Kareli,2013,43.93733945,63.93102179,25.31482622,36.65780125,52.48093439,84.90645796,99.27433233,22.01229112,8.731644264,96.18454549
Kaspi,2013,20.98585912,80.47553796,87.09017786,64.392778,41.70781657,54.9038566,95.48745293,15.9177273,92.59779271,33.99905207
Khashuri,2013,68.96940866,4.888877015,66.9131385,46.83967001,17.18780423,58.07922003,19.09029323,53.62674991,30.08951777,7.527967884
Tbilisi,2013,52.9350616,37.86344854,39.66569596,70.03891833,51.05001388,45.29733121,14.99858046,69.92131875,0.565816336,62.97796014
Gagra,2012,66.63375684,81.75694276,93.73358767,53.95997706,18.04320253,1.743102297,34.71957816,89.48211223,22.58207894,3.822408289
Gali,2012,50.19866165,65.04232289,32.62277071,92.06903556,44.8587119,86.7759342,18.97617315,58.72130765,68.80312842,28.15129523
Gudauta,2012,30.22356931,97.54003494,46.24961018,34.35623091,23.32553027,90.0917746,72.61309144,47.30283752,7.141757827,87.00683343
Gulripshi,2012,87.62085388,24.43144297,29.68189384,75.22776959,56.97089293,55.40717823,7.413194258,57.05722784,91.07584914,97.69391583
Ochamchire,2012,80.4964845,72.88872772,64.89708833,67.4175043,11.82502409,44.05750909,21.07698367,56.74650674,26.87322882,45.50233616
Sokhumi,2012,35.16630012,34.00162241,67.13241023,80.77107487,88.7091515,9.260278753,20.80918781,37.2133868,35.705273,61.33019327
Batumi,2012,32.50772734,42.13077388,99.64131591,54.02333439,98.89010603,70.42244575,9.911487633,87.13132386,15.37207402,19.72563358
Keda,2012,65.00469869,5.075908783,25.62473299,43.40730577,70.60413815,68.97192299,7.2790112,2.434407556,61.19418136,66.00097292
Khulo,2012,94.77370872,47.02909128,36.46453649,59.79366227,20.13364209,75.2349503,65.83745656,54.44524726,84.99322729,36.91247617
Kobuleti,2012,16.6119513,97.38631202,45.74374553,94.40429821,65.33269411,25.65427026,39.98372967,25.6656906,83.99441714,22.24531934
Shuakhevi,2012,49.76247441,33.76284859,86.83605083,15.57079753,85.81154684,9.81620173,83.66709915,0.336766247,92.92214463,72.65132446
Chokhatauri,2012,46.96800989,24.1660445,37.85323561,97.12172619,16.60420655,87.99996074,84.85705081,53.32847002,5.880927864,22.93139503
Lanchkhuti,2012,8.662701822,73.81951974,82.59094662,31.14971021,18.47106248,99.71661543,88.14659379,8.407056426,96.90252076,58.66314958
Ozurgeti,2012,71.54666119,17.79140438,9.462991014,3.919597054,70.23339631,62.64402686,34.88988261,86.07335551,21.32435448,36.45178251
Bagdati,2012,79.83055855,94.18276808,29.52272101,77.1485974,10.60199326,70.06191246,19.40991776,41.63381979,66.58555568,61.02821538
Chiatura,2012,17.40334404,62.12587893,28.54942016,48.36544794,92.38804006,87.71870352,82.78373671,38.80152564,46.15995823,62.46011708
Kharagauli,2012,54.36994742,5.01208546,83.91440452,7.28446503,82.7160083,89.31716364,82.3933446,90.67351743,36.01240882,19.50217592
Khoni,2012,67.89514041,20.94512328,53.65672746,15.43379229,3.012398586,30.43690694,61.28965242,22.49736119,69.38717117,33.26894636
Kutaisi,2012,27.22194669,15.29015174,60.02439514,27.18489321,98.38811924,2.699512255,69.05185922,80.55822497,52.3938489,94.49306368
Sachkhere,2012,47.31355821,28.93718758,89.96920992,78.85980234,50.69456177,25.4959581,62.72471534,98.2860965,16.93064589,73.51120694
Samtredia,2012,55.55264402,45.55362392,52.38008607,9.200854861,61.19727331,20.14550972,46.14119913,53.89650429,25.13948507,65.21791367
Terjola,2012,64.25213532,19.78976941,56.36129028,82.39347023,47.74200857,38.63154289,73.29016742,32.41995676,76.23895557,68.35047862
Tkibuli,2012,41.78486219,32.22433918,18.86759718,40.68363231,62.07101454,80.80254025,67.96077646,68.47933728,37.66908021,26.01947049
Tskaltubo,2012,86.57782845,23.02701501,9.282424884,49.1914124,24.2376315,66.65242403,27.73228406,90.96507328,96.08766065,52.5536456
Vani,2012,5.233595814,31.44106032,80.76612738,62.54265096,74.19806366,74.306591,66.456,63.33490261,55.30915417,21.85971959
Zestaponi,2012,2.56532704,86.72421933,7.516528896,41.14569117,37.25027978,66.33451698,55.29222883,86.72799806,99.76029278,28.92845941
Akhmeta,2012,75.49971194,77.01088978,45.76021314,4.392867286,0.563107112,93.81118315,87.36310788,83.77423878,49.16448025,75.58284376
Dedoplis Tskaro,2012,64.10135495,93.55988198,63.0061766,72.72340013,46.65532902,37.66844614,34.01999507,12.46785271,3.339563407,24.1824346
Gurjaani,2012,4.755150823,20.58727222,50.90206967,14.05806179,71.42746776,99.89813826,18.01939108,66.1718049,91.88377651,34.78994552
Kvareli,2012,21.42276447,23.3607734,93.03126683,36.75361628,42.45818388,3.646868616,61.61738572,60.45501205,87.05422523,22.05722614
Lagodekhi,2012,64.55681135,91.90490345,95.89396937,90.40496274,76.52581317,70.14566285,64.95681061,49.53056147,49.58429178,99.01612371
Sagarejo,2012,51.35957473,49.74508109,20.0559197,70.2564877,87.25062466,83.45838819,90.54762542,27.82323906,57.20489781,79.74299131
Signagi,2012,89.72026189,42.42501268,37.41360439,48.54836595,60.24969298,51.54112069,20.73631123,2.820306711,25.95196573,60.72939201
Telavi,2012,69.03711117,22.49521762,63.55189513,2.165119539,87.79716115,7.492916025,48.72251049,83.09634764,29.09921845,64.30714316
Bolnisi,2012,94.80707612,63.69362973,6.051397586,43.90888085,6.866868298,31.26980071,44.91763426,2.715348488,58.12087651,68.51661439
Dmanisi,2012,17.06900023,92.75370451,48.58397753,97.63356953,83.91626719,84.4804245,15.59810985,28.62630805,9.9345692,52.46727593
Gardabani,2012,69.73546554,64.66556473,76.98816615,54.87323747,7.160130687,9.933643166,57.22457715,11.89492646,28.24876147,46.63500503
Marneuli,2012,76.58759846,28.15435685,22.63048204,28.11145951,31.33566724,79.96286189,35.24154032,46.50680009,46.86416902,54.1562557
Tetri Tskaro,2012,60.62146628,67.39541845,44.6733513,36.67994713,80.65846492,52.09539066,23.06255767,62.64186968,10.19841285,48.51354673
Tsalka,2012,23.96166167,81.53879136,99.3611445,28.08547302,1.506785795,63.8966252,93.32234407,35.13461163,5.280253352,65.52393696
Akhalgori,2012,27.01664706,68.95232379,6.217530991,83.03254577,66.39517262,80.21038256,83.50787789,9.201860382,28.55208835,70.56174819
Dusheti,2012,49.84918985,60.28009268,69.42515677,26.0969736,15.37199828,65.17626192,93.65045474,18.54190557,71.66840962,33.29757626
Kazbegi,2012,13.44366506,23.39307006,53.57852076,50.74099799,71.06056033,17.53750314,93.73453279,89.55285736,41.84380604,38.41779981
Mtskheta,2012,54.68010799,79.44621038,73.12815056,84.8430021,87.93579737,83.04910004,77.18691463,15.62608723,19.86935567,46.77735218
Tianeti,2012,84.11590863,83.35890502,26.79423921,80.96662777,43.46925718,20.99246899,79.32942349,7.45463954,85.41575581,46.41515424
Ambrolauri,2012,30.37075237,81.4354963,52.40888104,25.0179803,18.4925382,70.1940325,98.15058554,30.57037138,21.94288493,10.4681001
Lentekhi,2012,96.55257717,17.15557231,73.57327286,71.05640304,25.95094854,34.59450967,39.70670062,23.46997624,53.61868047,99.6483763
Oni,2012,82.79761812,78.67496456,57.07720254,73.45715792,92.46218135,2.6173204,96.98073029,26.93205008,52.33721091,32.36101454
Tsageri,2012,91.53746012,64.424414,13.09348436,62.09145171,69.17522572,74.52665902,11.56801799,17.22120022,50.33628923,70.12806209
Abasha,2012,93.0877156,6.052572871,82.2813931,93.39359843,19.53115081,89.78526321,82.87196086,69.36782865,25.21232115,6.699138979
Chkhorotsku,2012,35.29351317,53.98279993,80.92212363,75.0057956,91.14307428,32.61222174,18.39195459,78.0112245,68.21618605,13.37987814
Khobi,2012,17.77521776,6.794844111,22.53425511,90.88173444,34.68194238,68.91104926,54.83038091,44.86323394,82.2731563,30.93054741
Martvili,2012,11.81352253,52.15869566,3.588453181,3.794627148,28.68509439,58.69216574,54.46297407,77.57239661,82.06388125,3.23104663
Mestia,2012,50.45149635,21.50024505,20.5893042,9.836952868,69.41399051,59.72599731,80.0001916,63.43383503,69.40790945,15.34401056
Senaki,2012,20.25220958,5.105291318,76.6570775,48.45022839,16.26790865,41.90196928,47.70833992,20.3185942,17.51374343,77.7555179
Tsalenjikha,2012,22.37222705,6.994596032,22.05367424,18.65335273,78.35088667,65.25599975,0.250185126,28.43150397,61.62468083,61.26703262
Zugdidi,2012,90.29118894,86.5926017,49.24915823,53.43518496,12.19407886,83.7446642,87.68671119,24.93930637,64.38273265,96.07963884
Adigeni,2012,46.18864933,53.35779966,74.10518097,78.81480291,49.12756102,83.15623376,36.8617521,78.04090504,33.01013958,58.52664337
Akhalkalaki,2012,0.250304403,32.06189139,98.16449235,9.738308736,95.02819446,12.24499612,22.45076897,66.95202395,97.40978358,95.2224163
Akhaltsikhe,2012,99.07521271,89.5597654,88.69558651,75.20246322,45.28458968,82.10556631,90.87380221,75.76729957,95.15754933,42.87882871
Aspindza,2012,14.80037,50.52955384,14.0073341,40.5477791,31.76843015,59.94040085,10.16342477,38.12613893,44.26410347,16.36501323
Borjomi,2012,45.80534143,93.9787018,13.98737775,32.18590185,61.32730101,49.18731905,81.79220951,40.13846739,80.93554586,10.26747956
Ninotsminda,2012,79.40845426,82.52978072,27.80762644,31.02438094,4.321769059,58.16093282,23.16546717,64.27370666,50.29311552,50.69820374
Gori,2012,2.372681199,39.07363562,49.21482161,81.81092547,77.52902454,56.47499067,22.41467194,80.53474194,52.96263577,84.62286805
Java,2012,64.91950934,15.10318239,85.45801183,17.56104712,41.55839864,79.86398927,86.21020314,28.23292337,82.17658263,8.83697172
Kareli,2012,51.11858282,6.677058249,55.40861541,79.89765322,56.45274802,44.95079937,23.94716362,43.94149725,71.33633875,49.68427317
Kaspi,2012,94.47772396,3.47598929,77.24417541,42.74255865,37.33964215,42.824894,30.25800803,57.27289097,73.56205437,39.68330591
Khashuri,2012,89.36376183,61.94418946,93.36811721,42.38499951,28.05885776,25.8760584,36.61652337,98.88150292,66.11899333,40.42941494
Tbilisi,2012,72.27808609,89.76042888,22.44724629,42.53136623,83.47508492,89.08994184,89.07498021,92.52709807,71.74346371,86.65894674
Gagra,2011,45.03622956,12.34946821,47.84172184,62.67505063,61.05175945,9.696898157,84.44872817,58.65616321,59.59261365,90.5099278
Gali,2011,2.685514909,55.09417873,78.77133915,57.03856299,38.4948636,80.43375563,35.56683098,59.72300972,96.2633029,81.90979413
Gudauta,2011,69.94255621,68.87273117,46.03585378,48.81724019,89.74665735,88.51086031,11.7208797,18.5132532,29.81618324,68.3778325
Gulripshi,2011,4.995456972,98.35194491,15.35138383,19.1950752,85.00084803,72.63318373,80.89506299,93.99080968,38.16046389,95.05549453
Ochamchire,2011,25.70427751,45.93427919,25.40064274,0.403350782,26.08458971,22.87785604,27.45807076,47.5179368,24.78403891,47.48495345
Sokhumi,2011,45.98181646,21.5994504,80.07283228,20.77319245,34.16428959,18.18757226,22.43027478,45.0586447,41.99001505,56.21525202
Batumi,2011,89.73113442,82.78916017,68.2027987,73.65322452,24.36583922,85.50876386,42.50312926,57.91515723,23.74534975,11.57111342
Keda,2011,46.8528733,87.27984306,15.76586332,29.27635965,82.07021837,19.1188611,41.45428403,72.77523937,40.26561488,98.11552249
Khulo,2011,78.02760339,85.8516391,41.13441911,92.93662431,65.10408967,9.376636242,5.027948282,40.31290026,29.80031831,81.68881109
Kobuleti,2011,55.25782265,34.23246776,17.41041421,98.46910951,59.35671179,95.09908544,4.402045194,51.15905503,25.84512775,55.82149263
Shuakhevi,2011,44.40203656,12.71750659,15.01579635,85.2377064,15.08619793,19.04704321,50.99712569,99.11610324,31.136253,35.26523901
Chokhatauri,2011,36.38920755,51.72192231,52.37383816,34.29503415,12.92225467,34.58280797,90.16901385,27.1648225,83.68784235,55.34070532
Lanchkhuti,2011,62.17517753,21.22882953,31.45774967,59.04911386,7.169796002,48.29340363,29.93690762,94.97250913,52.14404738,91.89108016
Ozurgeti,2011,23.09104754,94.22189359,48.14885085,60.52510508,20.85311967,65.67973706,2.334956957,96.98244698,73.32447326,80.55543282
Bagdati,2011,83.54935404,59.54300208,4.899294867,28.4690094,88.59771726,31.76737276,96.05864649,81.48943989,51.52618465,2.447973396
Chiatura,2011,91.376815,46.9915969,99.0144214,31.30621181,42.83703563,37.26242262,73.3153879,8.828022992,54.54893221,76.17766109
Kharagauli,2011,61.53903726,47.22910335,88.21567442,99.21623355,77.21274573,98.1029168,70.09210961,42.33351644,73.51681165,85.90776449
Khoni,2011,1.077889564,15.25906749,75.94722409,48.92104894,99.81658068,53.00413055,56.17800219,26.86867116,96.35721686,25.655696
Kutaisi,2011,68.64615055,41.19651094,4.311746513,10.54396088,71.2255062,67.92186443,93.44572461,11.44830773,61.49933394,38.99109992
Sachkhere,2011,48.56559404,79.04801061,61.37817082,71.96981232,82.62993726,51.53937941,52.21524043,58.62063308,22.74975828,57.26335972
Samtredia,2011,54.36338893,87.70493603,17.27303656,30.53055435,21.9874333,68.56620898,27.49794738,18.85283903,6.981458129,59.54782623
Terjola,2011,73.66762522,63.65155664,47.41325451,69.33445309,69.67058488,7.247957678,37.70039054,14.11195631,98.74585653,74.06433138
Tkibuli,2011,55.41823453,75.38841806,21.51318681,90.41247011,85.17106586,63.99133623,11.19214962,60.17029288,62.83834694,7.537953563
Tskaltubo,2011,40.01189809,44.67990486,14.03662261,39.92177309,4.597200228,82.62333079,62.71541253,71.72224284,50.20234511,38.8994859
Vani,2011,53.6753024,75.6522968,19.2037063,29.36235814,22.61931053,21.97724286,51.23160417,19.00188842,51.26913093,98.13562911
Zestaponi,2011,19.28872994,5.458539824,0.082548321,82.39468126,3.844691218,54.49612442,81.72247258,26.70001242,41.67749022,86.79999121
Akhmeta,2011,1.492568567,28.04671573,2.971320799,36.98625835,67.0592828,44.57806538,94.91494931,46.20544138,12.68971889,83.49679892
Dedoplis Tskaro,2011,15.9925309,26.79874003,72.41118221,94.93320549,64.77911703,5.375459297,81.00394604,65.50929327,94.36088878,7.981777687
Gurjaani,2011,43.07484445,3.751158483,31.70243202,36.90999136,45.1754174,51.91904359,39.73063137,56.45427837,9.388143985,39.6252187
Kvareli,2011,87.98712553,62.58830542,17.30371947,64.62456885,37.91344271,34.57170111,36.89945939,26.49567263,61.57359431,16.15322463
Lagodekhi,2011,19.14538555,3.267373829,68.85854884,84.33259593,12.23313663,73.97371468,1.363315514,52.1498085,96.72542384,83.73140343
Sagarejo,2011,8.82623246,7.602563003,81.95938046,37.1324407,18.18961103,38.41322496,15.67717582,72.55623806,41.06154063,46.21903233
Signagi,2011,80.70112867,47.53010025,9.31070417,54.87132339,42.30298899,59.71724588,12.14439784,89.61809725,63.08051312,91.24833864
Telavi,2011,50.37239047,17.12498477,80.53892115,1.849924308,4.926780243,47.24892085,51.96114411,13.5478219,58.12997913,12.13452915
Bolnisi,2011,83.7201727,14.470703,54.57176723,79.67047048,45.35964181,25.91824505,54.32066841,37.28148901,30.29751075,24.36647741
Dmanisi,2011,31.78162136,81.68195387,99.63128347,84.48276954,91.2068793,3.937130372,48.98350885,78.97616932,61.22441645,30.26790082
Gardabani,2011,71.30301994,80.9401775,86.79287837,10.30214849,77.09208517,94.23774455,61.13958754,45.48683185,83.04224706,15.84538871
Marneuli,2011,60.40264954,80.02478208,87.33981181,68.66234411,89.86202161,27.65249009,37.86034207,75.95723319,89.52813381,30.85036798
Tetri Tskaro,2011,31.86876092,60.0354363,78.50888115,25.96565688,78.59480459,64.87374247,46.38782505,7.282191382,63.2684337,3.437035469
Tsalka,2011,97.20831196,99.55322174,95.48447689,10.36310157,55.23957138,21.12632099,25.30414243,10.84261418,24.31114102,11.78628
Akhalgori,2011,4.210560745,18.45601282,25.14583952,60.76699193,61.61076606,43.78495622,18.69534585,65.52422841,14.15538077,43.42328521
Dusheti,2011,38.99640831,68.40943047,32.00432639,29.73110743,27.03094253,65.08770572,44.93267532,87.53988477,27.66845716,53.69920673
Kazbegi,2011,86.78384229,48.04186859,8.66404033,62.25513916,34.09359854,12.17169888,58.2856321,18.31153442,68.70959737,39.13953802
Mtskheta,2011,19.73227162,6.119333266,16.62641641,85.88675269,2.430802923,95.0426192,23.95703413,57.76222395,80.80140966,34.73093633
Tianeti,2011,77.74451917,86.71923168,71.42834847,58.43641931,6.823968568,82.55049535,38.3102041,82.36541899,59.7074764,79.47801982
Ambrolauri,2011,62.05443293,46.78122031,14.22833219,77.10058055,42.30643499,9.740113243,50.62752472,16.72524199,81.07808051,16.24223745
Lentekhi,2011,99.70870263,55.75492377,66.05074415,19.07054347,13.72880532,17.28529857,74.37011429,22.74328395,47.70972377,91.64415178
Oni,2011,17.06493975,39.16721053,90.62364821,59.0228568,31.60816163,6.629462842,20.16171834,49.00749611,34.70338702,62.3892774
Tsageri,2011,25.02234293,18.53469484,25.78731782,46.25378011,37.67638329,49.60450165,33.22668675,55.85937591,18.65059666,20.41158884
Abasha,2011,24.89264634,44.60912993,82.34450579,63.4469089,51.68769563,51.98687421,67.49579462,59.12175168,3.828856385,60.85483668
Chkhorotsku,2011,62.02035794,80.58491519,10.34868214,73.42598216,64.23956151,14.10007183,0.255887514,90.64726982,95.6201238,4.716507294
Khobi,2011,54.26591982,77.82720075,87.35488338,92.92411106,13.28859588,23.29267203,7.099650909,34.90215812,69.15055052,12.09069228
Martvili,2011,71.20047476,48.55694707,83.31143998,60.22303089,25.68573125,39.94694467,10.04696213,58.70825343,32.70090721,43.19771805
Mestia,2011,44.95691304,80.20478511,7.150208386,16.08418995,94.67720504,53.30320723,67.19788339,31.09656932,30.72876398,67.09721752
Senaki,2011,22.50426539,82.62883858,14.35213796,41.53059183,1.835310083,53.7391869,83.89098025,99.45693009,7.953743006,42.61420156
Tsalenjikha,2011,13.23002662,69.6518261,79.80498063,67.66762105,67.98247957,96.27859554,56.9084834,60.7573472,59.79261217,29.27933656
Zugdidi,2011,71.13300288,95.97010139,65.22639195,37.96588857,1.146187351,11.2340487,80.35059748,98.0805429,18.13082174,35.43720999
Adigeni,2011,47.67513309,33.06348729,77.96735462,13.78430525,67.71448997,97.56427491,63.24591179,58.20861926,25.41860991,92.68656857
Akhalkalaki,2011,0.317252716,18.4272601,83.13463976,2.601570533,55.32190309,61.54100791,28.91900547,96.98578322,45.57605305,47.81678558
Akhaltsikhe,2011,89.28823439,72.70954931,41.56086345,76.22763758,51.26356057,47.45721482,38.81653417,74.63242299,96.78458731,59.13590191
Aspindza,2011,42.20619037,68.62724616,75.89918633,71.94337998,37.13109516,99.91078665,96.93551636,21.44115634,98.5903848,44.52939916
Borjomi,2011,54.49927798,69.46234438,51.99933414,22.1307309,72.26568951,98.49994467,88.02315606,56.99698816,94.42632451,54.84665549
Ninotsminda,2011,51.7725488,80.69447884,61.39376111,18.03095151,30.65632166,57.55956362,36.05384767,60.07471585,44.65021,78.77746417
Gori,2011,3.33434959,48.37865472,59.23254513,72.36521596,27.98608996,40.69973858,65.41389082,95.25191625,85.54104258,20.82596253
Java,2011,65.26276953,7.817859336,75.50576862,88.85054841,36.29587746,11.31752857,35.37110254,48.20077861,95.14943613,24.31073509
Kareli,2011,4.620322995,62.76146309,77.12998415,63.57930345,36.63685161,92.71535806,38.94673667,71.01903934,31.06590325,72.91933853
Kaspi,2011,31.9899358,98.28885099,5.031362457,56.75867047,33.95619353,15.1499375,82.33451727,23.44770366,76.45224181,33.68179832
Khashuri,2011,39.91844056,70.25434022,8.266422894,77.67593702,83.15447065,36.65477499,89.75540294,64.42132093,85.38787122,31.72861551
Tbilisi,2011,59.25799246,35.73880049,81.82217346,46.91156346,70.2533315,35.6092977,99.75031697,55.87018232,13.48676662,39.52617342
Gagra,2010,81.17589105,74.7358461,33.20683571,12.74453327,74.42406466,70.32126344,89.69536245,39.27493537,71.75215494,94.86397605
Gali,2010,89.36002132,28.66407319,86.05993238,40.25574551,35.70727739,21.59659673,94.41168045,24.90023396,62.23528175,66.73466145
Gudauta,2010,61.1216786,51.27028665,15.92660898,63.19378018,65.51691826,50.86577474,54.08162179,87.69780337,43.70412776,24.10402962
Gulripshi,2010,22.95745269,91.07705663,43.91378096,19.63270161,75.61236984,60.03058202,14.57371931,34.80492841,1.1620324,18.08131684
Ochamchire,2010,60.90917882,30.19009208,85.70358828,79.27559136,41.63674279,9.468335775,97.32095207,13.92161905,73.97387527,77.05744976
Sokhumi,2010,43.05691394,20.48006266,44.73981112,22.58180332,96.90634503,58.92402246,44.08956572,44.10842683,47.60167697,18.02193654
Batumi,2010,91.27939003,25.11935433,76.52107893,57.2112382,17.46135965,64.97605988,90.1493142,17.97430465,40.8098306,23.62302715
Keda,2010,42.95017365,20.28683387,63.62962278,13.28116438,88.74630367,55.07143876,4.759246097,89.27284999,91.31711421,69.79525426
Khulo,2010,71.85527915,75.63307527,38.46741538,66.63360358,75.25871406,16.61746626,44.58560812,98.3638734,55.75487865,74.89845321
Kobuleti,2010,73.47863187,10.89982961,63.56993879,38.91158752,44.56510547,25.1217913,72.30448574,13.27662771,48.29880428,24.48223654
Shuakhevi,2010,87.65629115,47.82002009,16.29990044,98.26020701,75.44955681,49.67123248,45.0834652,10.71047497,69.62071094,79.76306408
Chokhatauri,2010,6.215753287,33.21215604,43.94283124,66.11253498,55.65224226,6.592172883,39.87161394,74.44619791,16.57100033,59.05563681
Lanchkhuti,2010,43.83598508,78.26329709,15.01681527,57.56406319,90.34503484,39.88878421,80.6947008,0.803030621,7.44286088,81.6215327
Ozurgeti,2010,19.61460142,91.94401345,87.1272639,70.80249606,41.94259809,21.33378859,49.60784185,69.7783594,82.00903894,65.35799839
Bagdati,2010,98.53521997,85.74456572,11.33294163,98.15900684,28.07848547,89.89062732,81.78704571,47.72322892,20.40469889,80.73680023
Chiatura,2010,44.06896188,41.71910116,39.05124403,70.63128187,34.71057887,67.03717148,76.55067006,11.54456236,11.99843323,94.35649243
Kharagauli,2010,31.80407395,96.74694638,27.25712776,26.012633,97.79103951,99.79109896,54.77700157,41.57266408,38.49929941,46.00137935
Khoni,2010,50.01500191,62.07164008,82.66310177,57.49958238,49.6908566,29.38835891,95.44814336,34.31456195,53.96287855,91.30738086
Kutaisi,2010,27.48942612,80.82979465,61.14630135,12.35283135,44.10822124,83.02099386,28.29685206,28.70605308,49.73930618,17.95632923
Sachkhere,2010,73.94561144,30.70742658,28.29617609,82.37581771,75.1795739,5.247721065,46.59242319,41.82673579,78.13357447,66.58026298
Samtredia,2010,93.8997446,64.82606944,26.20018617,13.16777782,43.80449517,53.51910726,17.73760869,70.41050721,85.03528439,77.44095817
Terjola,2010,80.83206849,94.11140115,32.62674367,88.5171545,85.18429349,83.47172899,47.64342139,19.90602456,34.1750687,30.74974671
Tkibuli,2010,50.30797846,18.79492193,83.42592878,94.08747369,83.68649908,11.58738927,8.647928704,99.74928313,60.07724127,85.56232035
Tskaltubo,2010,44.82119884,22.08321129,26.89275347,71.07723839,65.74004221,24.38556255,18.70578185,21.91292342,22.37898621,41.53585894
Vani,2010,64.72734246,65.05984454,26.89496788,92.85806255,62.00499612,20.20980159,14.21955243,70.05627358,68.24141563,94.40862516
Zestaponi,2010,4.43312758,87.77172826,53.14619195,70.78515969,9.090090137,68.16426886,13.31208447,54.24621687,2.145837888,7.808696637
Akhmeta,2010,31.66577749,14.12144243,63.26826207,59.13738982,52.96045187,29.0877727,88.0941608,66.52093421,65.79884508,91.08512235
Dedoplis Tskaro,2010,59.27550504,70.95306725,80.0754249,48.79074057,30.8800762,91.36105405,56.92407532,64.06491604,14.36074872,20.10574582
Gurjaani,2010,50.37248366,65.22376884,97.87601186,93.77983104,22.3162819,83.50195245,5.702742237,5.127599612,51.91561881,84.11504295
Kvareli,2010,64.27780094,15.00615675,35.41188495,6.42530078,37.3354634,62.94752725,93.32249326,48.0088495,64.01815448,83.18578793
Lagodekhi,2010,47.93535972,85.15517021,47.8796381,59.55801957,76.48015121,61.73842752,51.63827851,29.59511451,63.63412994,99.59964187
Sagarejo,2010,36.28363969,79.99320779,48.07923657,96.67956766,41.689936,51.52387783,96.04435998,31.51017907,21.61332669,50.59855039
Signagi,2010,62.17131518,80.25598461,12.78192176,17.12841658,66.27064495,51.19163166,88.65316505,58.76803693,43.1100302,46.96867678
Telavi,2010,29.15373322,85.25691921,16.13562492,81.97968795,40.87035934,68.6995279,85.62934363,92.4168851,68.33796959,68.00599508
Bolnisi,2010,24.65677097,40.20098962,94.13520971,71.36132821,85.02315408,45.84361218,24.45189101,29.94131113,33.41550777,70.53426955
Dmanisi,2010,50.67157701,6.679023002,2.333571206,50.2088406,6.155703915,51.09466485,31.47405722,18.91317507,96.17418638,37.35644478
Gardabani,2010,1.626864036,13.19011799,84.57082959,73.97609643,71.82967015,33.2332442,64.57054367,25.83653221,16.19201916,38.99085399
Marneuli,2010,27.13806292,74.65107032,82.65238573,40.64021933,73.16970682,11.00917181,97.77039307,31.42855449,27.1848561,26.80755389
Tetri Tskaro,2010,31.07235554,75.82078823,92.70103882,57.61841462,75.95215776,0.196934405,0.468353526,77.63518118,77.67592118,43.93306891
Tsalka,2010,45.45212272,26.48351826,20.91657065,55.42306086,41.99699406,1.87502809,63.00864532,90.72597367,68.39955189,24.76260604
Akhalgori,2010,20.69710204,39.71195181,27.65426895,91.78978424,93.02332667,17.09068252,41.11854666,84.77771525,68.39947691,70.47208542
Dusheti,2010,57.03889661,83.22051675,58.22847618,1.596538382,30.17596164,41.50438158,72.20030093,9.958224832,93.39870667,42.15251735
Kazbegi,2010,46.05980525,51.66987743,63.79823834,22.32199712,85.45680926,88.25641133,9.190972959,51.89848334,85.20803457,50.47653896
Mtskheta,2010,6.491197907,58.73275824,70.13347683,1.45549211,26.80465634,41.8308924,38.03620019,12.72318972,76.1894532,54.87027434
Tianeti,2010,75.69510507,3.238334323,77.78391285,84.13282908,81.10491215,6.24320345,19.96139841,85.55958779,79.03354869,51.12826056
Ambrolauri,2010,88.6727248,38.98589524,98.43136454,45.25637237,78.08584408,80.35912574,57.08741649,46.27568511,51.1161606,79.72876458
Lentekhi,2010,87.11357083,0.05055077,55.08209919,22.76461409,7.040422683,40.40895049,32.7077378,20.42717035,71.73062941,53.90149131
